can_smiles,IC50_nM
COc1cc(C(=O)Nc2ccccc2)c(Cl)cc1NC(=O)c1cnn2cccnc12,7915.0
COc1cc(C(=O)Nc2ccccc2)ccc1NC(=O)c1cnn2cccnc12,455.0
COc1cc(C(N)=O)ccc1NC(=O)c1cnn2cccnc12,2256.0
COc1cc(CO)ccc1NC(=O)c1cnn2cccnc12,8673.0
COc1cc(N2CCC(OCC(=O)N[C@H](C(=O)N3C[C@@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1,320.0
COc1cc(N2CCC(OCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1,260.0
COc1cc(N2CCC(OCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1,443.0
COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1cccc(-c2cnn(C)c2)n1,420.0
COc1cc(N2CCN(C)CC2)ccc1NC(=O)c1csc(-c2cccnc2)n1,350.0
COc1cc(N2CCN(CCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)CC2)ccc1NC(=O)c1cccc(-c2cc[nH]n2)n1,368.0
COc1cc(N2CCOCC2)ccc1NC(=O)c1cccc(-c2cc[nH]n2)n1,17.0
COc1cc(N2CCOCC2)ccc1NC(=O)c1cccc(-c2ccn[nH]2)n1,17.0
COc1cc(N2CCOCC2)ccc1NC(=O)c1csc(-c2cccnc2)n1,160.0
COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(C3CCN(C)CC3)nc12,65.35
COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(C3CCNCC3)nc12,41.0
COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(CCC(C)(C)O)nc12,59.15
COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(CCN(C)C)nc12,96.0
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,574.0
COc1cc(Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)ccc1C#N,15.0
COc1cc(Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)ccc1C(N)=O,7.0
COc1cc(Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)ccc1N1CCOCC1,10.0
COc1cc(Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)cnc1OC,14.0
COc1cc(Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2C(=O)NC[C@@H](F)C(C)(C)O)ncn1,2.0
COc1cc(Nc2cc(N[C@@H]3C[C@H](C(C)(C)O)[C@@H](O)[C@H]3O)c(-c3ccc4ccccc4n3)cn2)ccn1,20.0
COc1cc(Nc2cc(N[C@@H]3C[C@H](C(C)(C)O)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)cn2)ccn1,126.0
COc1cc(Nc2cc(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)c(-c3nc4ccccc4s3)cn2)ccn1,371.5
COc1cc(Nc2nc(C)c(-c3nc4ccccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,93.0
COc1cc(Nc2nc(NC3CCC(C)(O)CC3)c3sccc3n2)ccn1,550.0
COc1cc(Nc2ncc(-c3ccc4cccc(C)c4n3)c(N[C@@H]3C[C@H](C(C)(C)O)[C@@H](O)[C@H]3O)[nH+]2)ccn1,712.0
COc1cc(Nc2ncc(-c3ccc4ccccc4n3)c(N[C@@H]3C[C@H](C(C)(C)O)[C@@H](O)[C@H]3O)[nH+]2)ccn1,4.0
COc1cc(Nc2ncc(-c3ccc4ccccc4n3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)[nH+]2)ccn1,8.0
COc1cc(Nc2ncc(-c3ccc4ccccc4n3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,16.5
COc1cc(Nc2ncc(-c3ccc4ccccc4n3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3OC)n2)ccn1,33.0
COc1cc(Nc2ncc(-c3nc(-c4ccccc4)cs3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)[nH+]2)ccn1,98.0
COc1cc(Nc2ncc(-c3nc(-c4ccccc4)cs3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,89.0
COc1cc(Nc2ncc(-c3nc(C)cs3)c(N[C@@H]3C[C@H](C(C)(C)O)[C@@H](O)[C@H]3O)n2)ccn1,1.0
COc1cc(Nc2ncc(-c3nc4ccccc4s3)c(N[C@@H]3C[C@H](C(C)(C)O)[C@@H](O)[C@H]3O)[nH+]2)ccn1,9.0
COc1cc(Nc2ncc(-c3nc4ccccc4s3)c(N[C@@H]3C[C@H](C)[C@@H](O)[C@H]3O)n2)ccn1,132.0
COc1cc(Nc2ncc(-c3nc4ccccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,4.6
COc1cc(Nc2ncc(-c3nc4ccccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3OC)n2)ccn1,29.0
COc1cc(Nc2ncc(-c3nc4ccncc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)[nH+]2)ccn1,2.0
COc1cc(Nc2ncc(-c3nc4ccncc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,2.0
COc1cc(Nc2ncc(-c3nc4cnccc4s3)c(N[C@@H]3C[C@H](C(C)(C)O)[C@@H](O)[C@H]3O)[nH+]2)ccn1,0.7
COc1cc(Nc2ncc(-c3nc4cnccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)[nH+]2)ccn1,7.0
COc1cc(Nc2ncc(-c3nc4cnccc4s3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,7.0
COc1cc(Nc2ncc(-n3cccn3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)[nH+]2)ccn1,6008.0
COc1cc(Nc2ncc(-n3cccn3)c(N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)n2)ccn1,6008.0
COc1cc(OC)c(NC(=O)c2cnn3cccnc23)cc1Cl,2738.0
COc1cc(OC)cc(-c2cn(-c3cnc(-n4ncc5cc(C#N)cnc54)cc3NC(C)C)nn2)c1,244.0
COc1cc(S(C)(=O)=O)ccc1NC(=O)c1ccn2cccnc12,4011.0
COc1cc2[nH]ncc2cc1NC(=O)c1cnn2cccnc12,231.0
COc1cc2c(N[C@H]3CC[C@H](N4CCOCC4)CC3)ncnc2cc1F,58.0
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)nc(NCCc3ccccn3)nc2cc1O,579.0
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCO,24400.0
COc1cc2c(OCC3(C)COC(=O)N3)nccc2cc1C(N)=O,74.0
COc1cc2c(OCC3(C)COCC(=O)N3)nccc2cc1C(N)=O,1539.0
COc1cc2c(OCC34CC3CC(=O)N4)nccc2cc1C(N)=O,350.0
COc1cc2c(OCC3CCC(=O)N3)cccc2nc1C(N)=O,550.0
COc1cc2c(OCC3C[C@@H](F)C(=O)N3)nccc2cc1C(N)=O,119.0
COc1cc2c(OC[C@@H]3CC(=C4COC4)C(=O)N3)nccc2cc1C(N)=O,1200.0
COc1cc2c(OC[C@@H]3CC(Cc4ccccc4)C(=O)N3)nccc2cc1C(N)=O,141.0
COc1cc2c(OC[C@@H]3CC(F)(F)C(=O)N3)nccc2cc1C(N)=O,0.2
COc1cc2c(OC[C@@H]3CC4(CC4)C(=O)N3)nccc2cc1C(N)=O,29.0
COc1cc2c(OC[C@@H]3CCC(=O)N3)cccc2cc1C(N)=O,1.3
COc1cc2c(OC[C@@H]3CCC(=O)N3)ccnc2cc1C(N)=O,5.9
COc1cc2c(OC[C@@H]3CCC(=O)N3)cncc2cc1C(N)=O,216.0
COc1cc2c(OC[C@@H]3CCC(=O)N3)csc2nc1C(N)=O,558.0
COc1cc2c(OC[C@@H]3CCC(=O)N3)ncc(Br)c2cc1C(N)=O,2.1
COc1cc2c(OC[C@@H]3CCC(=O)N3)ncc(C#CCCCCCCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)c2cc1C(N)=O,0.099
COc1cc2c(OC[C@@H]3CCC(=O)N3)ncc(C#CCCCCCCCCCCOc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)c2cc1C(N)=O,2.5
COc1cc2c(OC[C@@H]3CCC(=O)N3)ncc(C#CCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)c2cc1C(N)=O,0.29
COc1cc2c(OC[C@@H]3CCC(=O)N3)ncc(C#N)c2cc1C(N)=O,294.0
COc1cc2c(OC[C@@H]3CCC(=O)N3)ncc(CN)c2cc1C(N)=O,3402.0
COc1cc2c(OC[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,7.6
COc1cc2c(OC[C@@H]3CCC(=O)N3)ncnc2cc1C(N)=O,251.0
COc1cc2c(OC[C@@H]3CCCC(=O)N3)nccc2cc1C(N)=O,28.0
COc1cc2c(OC[C@@H]3COC(=O)N3)cccc2cc1C(N)=O,0.3
COc1cc2c(OC[C@@H]3COC(=O)N3)nccc2cc1C(N)=O,7.0
COc1cc2c(OC[C@@H]3C[C@@H](C)C(=O)N3)nccc2cc1C(N)=O,205.0
COc1cc2c(OC[C@@H]3C[C@@H](C4(O)CCOCC4)C(=O)N3)nccc2cc1C(N)=O,562.0
COc1cc2c(OC[C@@H]3C[C@@H](C4CCOCC4)C(=O)N3)nccc2cc1C(N)=O,137.0
COc1cc2c(OC[C@@H]3C[C@@H](C4COC4)C(=O)N3)nccc2cc1C(N)=O,1243.0
COc1cc2c(OC[C@@H]3C[C@@H](CC#N)C(=O)N3)nccc2cc1C(N)=O,3.4
COc1cc2c(OC[C@@H]3C[C@@H](CC(F)(F)F)C(=O)N3)nccc2cc1C(N)=O,15.0
COc1cc2c(OC[C@@H]3C[C@@H](F)C(=O)N3)nccc2cc1C(N)=O,2.6
COc1cc2c(OC[C@@H]3C[C@@H](OC)C(=O)N3)cccc2cc1C(N)=O,20.0
COc1cc2c(OC[C@@H]3C[C@@](F)(C4CCOCC4)C(=O)N3)nccc2cc1C(N)=O,18.0
COc1cc2c(OC[C@@H]3C[C@@](F)(CC(F)(F)F)C(=O)N3)cccc2cc1C(N)=O,2.3
COc1cc2c(OC[C@@H]3C[C@@](F)(CCF)C(=O)N3)ccnc2cc1C(N)=O,2.2
COc1cc2c(OC[C@@H]3C[C@@](F)(CCF)C(=O)N3)nccc2cc1C(N)=O,4.1
COc1cc2c(OC[C@@H]3C[C@@](F)(CF)C(=O)N3)nccc2cc1C(N)=O,1.7
COc1cc2c(OC[C@@H]3C[C@@](F)(CO)C(=O)N3)nccc2cc1C(N)=O,1.7
COc1cc2c(OC[C@@H]3C[C@H](C)C(=O)N3)nccc2cc1C(N)=O,263.0
COc1cc2c(OC[C@@H]3C[C@H](CC#N)C(=O)N3)nccc2cc1C(N)=O,1173.0
COc1cc2c(OC[C@@H]3C[C@H](CC(F)(F)F)C(=O)N3)nccc2cc1C(N)=O,290.0
COc1cc2c(OC[C@@H]3C[C@H](F)C(=O)N3)nccc2cc1C(N)=O,0.9
COc1cc2c(OC[C@@H]3C[C@H](OC)C(=O)N3)cccc2cc1C(N)=O,67.0
COc1cc2c(OC[C@@H]3C[C@H](OC)C(=O)N3)nccc2cc1C(N)=O,67.0
COc1cc2c(OC[C@@H]3C[C@](C)(F)C(=O)N3)cccc2cc1C(N)=O,1.0
COc1cc2c(OC[C@@H]3C[C@](C)(F)C(=O)N3)ccnc2cc1C(N)=O,1.4
COc1cc2c(OC[C@@H]3C[C@](C)(F)C(=O)N3)nccc2cc1C(N)=O,1.0
COc1cc2c(OC[C@@H]3C[C@](F)(CC(F)(F)F)C(=O)N3)cccc2cc1C(N)=O,161.0
COc1cc2c(OC[C@@H]3C[C@](F)(CF)C(=O)N3)nccc2cc1C(N)=O,671.0
COc1cc2c(OC[C@@H]3NC(=O)CC3(C)C)nccc2cc1C(N)=O,1870.0
COc1cc2c(OC[C@@H]3NC(=O)C[C@@H]3C)nccc2cc1C(N)=O,289.0
COc1cc2c(OC[C@@H]3NC(=O)[C@@H](F)C34CC4)nccc2cc1C(N)=O,1700.0
COc1cc2c(OC[C@@H]3NC(=O)[C@H](F)C34CC4)nccc2cc1C(N)=O,110.0
COc1cc2c(OC[C@@H]3NC(=O)[C@H](F)[C@@H]3C)nccc2cc1C(N)=O,34.0
COc1cc2c(OC[C@@]34C[C@@H]3CC(=O)N4)nccc2cc1C(N)=O,1200.0
COc1cc2c(OC[C@H]3CCC(=O)N3)nccc2cc1C(N)=O,1683.0
COc1cc2c(OC[C@H]3CN(C)C(=O)O3)nccc2cc1C(N)=O,1182.0
COc1cc2c(OC[C@H]3CNC(=O)O3)nccc2cc1C(N)=O,97.0
COc1cc2c(OC[C@H]3COC(=O)N3)nccc2cc1C(N)=O,3514.0
COc1cc2c(OC[C@H]3C[C@@H](F)C(=O)N3)nccc2cc1C(N)=O,119.0
COc1cc2c(OC[C@H]3NC(=O)CC3(C)C)nccc2cc1C(N)=O,54.0
COc1cc2c(OC[C@H]3NC(=O)CC34CC4)nccc2cc1C(N)=O,14.0
COc1cc2c(OC[C@H]3NC(=O)C[C@@H]3CF)nccc2cc1C(N)=O,20.0
COc1cc2c(OC[C@H]3NC(=O)C[C@@H]3CO)nccc2cc1C(N)=O,215.0
COc1cc2c(OC[C@H]3NC(=O)C[C@H]3C)cccc2cc1C(N)=O,0.4
COc1cc2c(OC[C@H]3NC(=O)C[C@H]3C)nccc2cc1C(N)=O,2.7
COc1cc2c(OC[C@H]3NC(=O)C[C@H]3C3CC3)nccc2cc1C(N)=O,2.0
COc1cc2c(OC[C@H]3NC(=O)C[C@H]3CCF)nccc2cc1C(N)=O,1.7
COc1cc2c(OC[C@H]3NC(=O)C[C@H]3CF)nccc2cc1C(N)=O,6.1
COc1cc2c(OC[C@H]3NC(=O)O[C@@H]3C)cccc2cc1C(N)=O,4.2
COc1cc2c(OC[C@H]3NC(=O)O[C@@H]3C)nccc2cc1C(N)=O,19.0
COc1cc2c(OC[C@H]3NC(=O)O[C@H]3C)cccc2cc1C(N)=O,1.9
COc1cc2c(OC[C@H]3NC(=O)O[C@H]3C)nccc2cc1C(N)=O,1.9
COc1cc2c(OC[C@H]3NC(=O)[C@@H](C)[C@@H]3CF)nccc2cc1C(N)=O,2951.0
COc1cc2c(OC[C@H]3NC(=O)[C@@H](C)[C@H]3C)nccc2cc1C(N)=O,29.2
COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)C34CC4)nccc2cc1C(N)=O,0.8
COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@@H]3C)nccc2cc1C(N)=O,3.5
COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@H]3C)cccc2cc1C(N)=O,0.3
COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@H]3C)ccnc2cc1C(N)=O,0.6
COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@H]3C)nccc2cc1C#N,432.0
COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@H]3C)nccc2cc1C(N)=O,0.3
COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@H]3C3CC3)nccc2cc1C(N)=O,0.3
COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@H]3CCF)nccc2cc1C(N)=O,0.1
COc1cc2c(OC[C@H]3NC(=O)[C@@H](F)[C@H]3CF)nccc2cc1C(N)=O,0.4
COc1cc2c(OC[C@H]3NC(=O)[C@@H](OC)[C@H]3C)nccc2cc1C(N)=O,2962.0
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4C(CCF)[C@@H]43)nccc2cc1C(N)=O,155.0
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4CC[C@H]34)nccc2cc1C(N)=O,9.8
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4C[C@H]34)ccnc2cc1C(N)=O,1.2
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4C[C@H]34)nccc2cc1C(N)=O,4.8
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4C[C@]34C)nccc2cc1C(N)=O,7.3
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](C(F)F)[C@@H]43)nccc2cc1C(N)=O,0.8
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](C)[C@@H]43)c(Cl)cnc2cc1C(N)=O,4188.0
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](C)[C@@H]43)ncc(F)c2cc1C(N)=O,16.0
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](C)[C@@H]43)nccc2cc1C(N)=O,27.2
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](CF)[C@@H]43)cccc2cc1C(N)=O,1.3
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](CF)[C@@H]43)ccnc2cc1C(N)=O,0.3
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](CF)[C@@H]43)nccc2cc1C(N)=O,1.3
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](CO)[C@@H]43)nccc2cc1C(N)=O,20.0
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](F)[C@@H]43)ccnc2cc1C(N)=O,0.6
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@@H](F)[C@@H]43)nccc2cc1C(N)=O,1.5
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@H](C)[C@@H]43)nccc2cc1C(N)=O,153.0
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@H](CF)[C@@H]43)cccc2cc1C(N)=O,127.0
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@H](CF)[C@@H]43)nccc2cc1C(N)=O,127.0
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@H](CO)[C@@H]43)nccc2cc1C(N)=O,93.0
COc1cc2c(OC[C@H]3NC(=O)[C@@H]4[C@H](F)[C@@H]43)nccc2cc1C(N)=O,4.2
COc1cc2c(OC[C@H]3NC(=O)[C@@](C)(F)[C@H]3C)nccc2cc1C(N)=O,3.7
COc1cc2c(OC[C@H]3NC(=O)[C@@](F)(CO)[C@H]3C)nccc2cc1C(N)=O,3467.0
COc1cc2c(OC[C@H]3NC(=O)[C@@]4(F)[C@@H]3[C@@H]4C)ccnc2cc1C(N)=O,0.2
COc1cc2c(OC[C@H]3NC(=O)[C@@]4(F)[C@@H]3[C@@H]4C)nccc2cc1C(N)=O,8.8
COc1cc2c(OC[C@H]3NC(=O)[C@@]4(F)[C@@H]3[C@H]4C)nccc2cc1C(N)=O,10.0
COc1cc2c(OC[C@H]3NC(=O)[C@H](C)[C@H]3C)nccc2cc1C(N)=O,3.7
COc1cc2c(OC[C@H]3NC(=O)[C@H](F)C34CC4)nccc2cc1C(N)=O,21.0
COc1cc2c(OC[C@H]3NC(=O)[C@H](F)[C@H]3C)ccc(F)c2cc1C(N)=O,0.9
COc1cc2c(OC[C@H]3NC(=O)[C@H](F)[C@H]3C)nccc2cc1C(N)=O,1.9
COc1cc2c(OC[C@H]3NC(=O)[C@H](F)[C@H]3C3CC3)nccc2cc1C(N)=O,3.7
COc1cc2c(OC[C@H]3NC(=O)[C@H](F)[C@H]3CF)nccc2cc1C(N)=O,0.3
COc1cc2c(OC[C@H]3NC(=O)[C@H](OC)[C@H]3C)nccc2cc1C(N)=O,58.0
COc1cc2c(OC[C@H]3NC(=O)[C@H]4C[C@H]43)nccc2cc1C(N)=O,2060.0
COc1cc2c(OC[C@H]3NC(=O)[C@H]4[C@@H]3C4(C)C)nccc2cc1C(N)=O,80.0
COc1cc2c(OC[C@H]3NC(=O)[C@H]4[C@@H]3C4(Cl)Cl)nccc2cc1C(N)=O,229.0
COc1cc2c(OC[C@H]3NC(=O)[C@H]4[C@@H]3[C@@]4(C)F)nccc2cc1C(N)=O,0.3
COc1cc2c(OC[C@H]3NC(=O)[C@H]4[C@@H]3[C@]4(C)F)nccc2cc1C(N)=O,4.0
COc1cc2c(OC[C@H]3NC(=O)[C@](C)(F)[C@H]3C)nccc2cc1C(N)=O,295.0
COc1cc2c(OC[C@H]3NC(=O)[C@](F)(CO)[C@H]3C)nccc2cc1C(N)=O,1.1
COc1cc2c(OC[C@H]3NC(=O)[C@]4(C)C[C@H]34)nccc2cc1C(N)=O,365.0
COc1cc2c(OC[C@H]3NC(=O)[C@]4(F)CC[C@H]34)nccc2cc1C(N)=O,6.1
COc1cc2c(OC[C@H]3NC(=O)[C@]4(F)C[C@H]34)ccnc2cc1C(N)=O,0.4
COc1cc2c(OC[C@H]3NC(=O)[C@]4(F)C[C@H]34)nccc2cc1C(N)=O,0.6
COc1cc2c(OC[C@]34C[C@H]3CC(=O)N4)nccc2cc1C(N)=O,151.0
COc1cc2c(O[C@@H](C)[C@@H]3CCC(=O)N3)nccc2cc1C(N)=O,2887.0
COc1cc2cc(C)[nH]c2cc1NC(=O)c1cnn2cccnc12,255.0
COc1cc2cc[nH]c2cc1NC(=O)c1cnn2cccnc12,787.0
COc1cc2cc[nH]c2cc1NC(=O)c1csc2cncnc12,596.0
COc1cc2ccc(CO)cc2cc1NC(=O)c1cnn2cccnc12,358.0
COc1cc2ccccc2cc1NC(=O)c1cnn2cccnc12,613.0
COc1cc2nc(NCCO)ccc2cc1NC(=O)c1cnn2cccnc12,3.0
COc1cc2nc(NCCO)ccc2cc1NC(=O)c1csc2cncnc12,10.0
COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cccnc1,0.653
COc1cc2ncc(-c3cccc(NC4CCNC4)n3)n2cc1-c1cnn(C)c1,0.8
COc1cc2ncc(-c3cccc(NC4CNCC4(F)F)n3)n2cc1-c1cnn(C)c1,4.0
COc1cc2ncc(-c3cccc(NC4CNCC4(F)F)n3)n2cc1-c1cnn(CC(C)(C)O)c1,9.0
COc1cc2ncc(-c3cccc(NC4CNCC4(F)F)n3)n2cc1-c1cnn(CC(F)(F)F)c1,12.0
COc1cc2ncc(-c3cccc(N[C@H]4CCNC[C@@H]4F)n3)n2cc1-c1cnn(C)c1,12.0
COc1cc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4C(F)(F)F)n3)n2cc1-c1cnn(C(F)F)c1,1.0
COc1cc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4C(F)(F)F)n3)n2cc1-c1cnn(C2CC2)c1,2.0
COc1cc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4C(F)(F)F)n3)n2cc1-c1cnn(CC(C)(C)O)c1,0.8
COc1cc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4F)n3)n2cc1-c1cnn(C(F)F)c1,1.0
COc1cc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4F)n3)n2cc1-c1cnn(C2CC2)c1,2.0
COc1cc2ncc(-c3cccc(N[C@H]4CNC[C@@H]4F)n3)n2cc1-c1cnn(CC(C)(C)O)c1,2.0
COc1cc2ncccc2cc1NC(=O)c1cnn2cc(O)cnc12,9.0
COc1cc2ncccc2cc1NC(=O)c1cnn2cccnc12,43.0
COc1cc2ncccc2cc1NC(=O)c1csc2cc(CO)cnc12,35.0
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)C(C)C)nc12,432.0
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)CCN)nc12,8.0
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(C)CCO)nc12,29.0
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N(CCO)C(C)C)nc12,127.0
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NC3CC3)nc12,74.0
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCC(C)C)nc12,271.0
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCC(O)CO)nc12,82.0
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCCCN)nc12,101.0
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCCN)nc12,10.0
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(NCCO)nc12,76.0
COc1cc2ncccc2cc1NC(=O)c1csc2cnc(N[C@H](C)CO)nc12,63.0
COc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,18.0
COc1cc2ncn(-c3cccc(NC4CCNCC4)n3)c2cc1OC,181.0
COc1cc2ncnc(N[C@H]3CC[C@H](N(C)C)CC3)c2cc1OC,7400.0
COc1cc2nn(C3CCC(N(C)C(=O)[C@H]4C[C@@H](O)C4)CC3)cc2cc1C(=O)Nc1cnn2cccnc12,0.6
COc1cc2nn(C3CCC(N(C)C(=O)[C@H]4C[C@H](O)C4)CC3)cc2cc1C(=O)Nc1cnn2cccnc12,0.7
COc1cc2nn(C3CCC4(CC3)CN(C(C)=O)C4)cc2cc1C(=O)Nc1cnc2cccnn12,0.7
COc1cc2nn(C3CCN(C(=O)CO)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,2.0
COc1cc2nn(C3CCN(C)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,1.0
COc1cc2nn(C3CCN(C4CCN(C)CC4)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,2.0
COc1cc2nn(C3CCN(C4COC4)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,3.0
COc1cc2nn(C3CCN(CC(F)(F)F)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,7.0
COc1cc2nn(C3CCN(CCC(C)(C)O)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,1.0
COc1cc2nn(C3CCN(CCN(C)C)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,1.0
COc1cc2nn(C3CCN(CCO)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,1.0
COc1cc2nn(C3CCN(S(=O)(=O)NC(C)=O)CC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,8.0
COc1cc2nn(C3CCNCC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,1.0
COc1cc2nn(C3CCOC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,10.0
COc1cc2nn(C3CCOCC3)cc2cc1NC(=O)c1cccc(C(C)(C)O)n1,3.0
COc1cc2nn(C3CCOCC3)cc2cc1NC(=O)c1cccc(C(F)(F)F)n1,3.0
COc1cc2nn(C3CCOCC3)cc2cc1NC(=O)c1cccc(C(F)F)n1,1.0
COc1cc2nn(C3CCOCC3)cc2cc1NC(=O)c1cccc(N)n1,6.0
COc1cc2nn(C3CCOCC3)cc2cc1NC(=O)c1cccc(N2CCOCC2)n1,2.0
